cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,Dates,Time,Year
775,10.5,9.0,88.0,27.5,Rain,0.0,1.0,Winter,2016-02-20,13,2016
506,11.0,11.0,88.0,30.0,Rain,0.0,1.0,Winter,2016-02-20,14,2016
423,11.0,11.0,94.0,31.0,Rain,0.0,1.0,Winter,2016-02-20,15,2016
528,11.5,11.5,91.0,32.0,Rain,0.0,1.0,Winter,2016-02-20,16,2016
684,12.0,12.0,88.0,31.0,Rain,0.0,1.0,Winter,2016-02-20,17,2016
581,12.0,12.0,88.0,33.0,Rain,0.0,1.0,Winter,2016-02-20,18,2016
471,12.0,12.0,88.0,35.0,Rain,0.0,1.0,Winter,2016-02-20,19,2016
384,12.5,12.5,79.5,39.0,Broken Clouds,0.0,1.0,Winter,2016-02-20,20,2016
328,13.0,13.0,77.0,36.0,Broken Clouds,0.0,1.0,Winter,2016-02-20,21,2016
307,13.0,13.0,77.0,31.0,Broken Clouds,0.0,1.0,Winter,2016-02-20,22,2016
318,13.0,13.0,77.0,26.0,Broken Clouds,0.0,1.0,Winter,2016-02-20,23,2016
298,13.0,13.0,77.0,29.5,Broken Clouds,0.0,1.0,Winter,2016-02-21,0,2016
278,13.0,13.0,77.0,31.5,Broken Clouds,0.0,1.0,Winter,2016-02-21,1,2016
206,12.5,12.5,79.5,30.5,Broken Clouds,0.0,1.0,Winter,2016-02-21,2,2016
146,11.5,11.5,88.0,24.0,Rain,0.0,1.0,Winter,2016-02-21,3,2016
107,12.0,12.0,88.0,23.0,Rain,0.0,1.0,Winter,2016-02-21,4,2016
67,12.0,12.0,88.0,26.0,Rain,0.0,1.0,Winter,2016-02-21,5,2016
70,12.0,12.0,88.0,33.0,Broken Clouds,0.0,1.0,Winter,2016-02-21,6,2016
143,12.5,12.5,82.5,34.0,Cloudy,0.0,1.0,Winter,2016-02-21,7,2016
240,13.0,13.0,79.5,33.0,Cloudy,0.0,1.0,Winter,2016-02-21,8,2016
446,13.0,13.0,79.5,30.5,Cloudy,0.0,1.0,Winter,2016-02-21,9,2016
822,13.0,13.0,82.0,31.0,Cloudy,0.0,1.0,Winter,2016-02-21,10,2016
1071,13.0,13.0,82.0,32.0,Cloudy,0.0,1.0,Winter,2016-02-21,11,2016
1337,14.0,14.0,77.0,30.5,Broken Clouds,0.0,1.0,Winter,2016-02-21,12,2016
1431,14.5,14.5,74.5,40.0,Broken Clouds,0.0,1.0,Winter,2016-02-21,13,2016
1504,15.0,15.0,72.0,36.0,Broken Clouds,0.0,1.0,Winter,2016-02-21,14,2016
1357,15.0,15.0,72.0,35.0,Broken Clouds,0.0,1.0,Winter,2016-02-21,15,2016
1320,15.0,15.0,72.0,34.0,Broken Clouds,0.0,1.0,Winter,2016-02-21,16,2016
1024,14.5,14.5,74.5,31.5,Broken Clouds,0.0,1.0,Winter,2016-02-21,17,2016
857,13.5,13.5,79.5,25.0,Broken Clouds,0.0,1.0,Winter,2016-02-21,18,2016
632,13.0,13.0,77.0,28.0,Broken Clouds,0.0,1.0,Winter,2016-02-21,19,2016
518,13.5,13.5,74.5,30.0,Broken Clouds,0.0,1.0,Winter,2016-02-21,20,2016
335,13.0,13.0,77.0,30.5,Broken Clouds,0.0,1.0,Winter,2016-02-21,21,2016
251,12.5,12.5,82.5,30.5,Broken Clouds,0.0,1.0,Winter,2016-02-21,22,2016
210,13.0,13.0,77.0,30.0,Broken Clouds,0.0,1.0,Winter,2016-02-21,23,2016
133,12.0,12.0,85.0,29.5,Rain,0.0,0.0,Winter,2016-02-22,0,2016
51,12.0,12.0,88.0,28.0,Rain,0.0,0.0,Winter,2016-02-22,1,2016
32,11.0,11.0,94.0,23.0,Rain,0.0,0.0,Winter,2016-02-22,2,2016
20,11.0,11.0,94.0,26.0,Broken Clouds,0.0,0.0,Winter,2016-02-22,3,2016
28,11.0,11.0,94.0,22.0,Rain,0.0,0.0,Winter,2016-02-22,4,2016
70,10.5,9.0,94.0,22.0,Rain,0.0,0.0,Winter,2016-02-22,5,2016
319,8.5,6.0,97.0,14.0,Rain,0.0,0.0,Winter,2016-02-22,6,2016
1386,8.0,7.0,96.5,7.0,Rain,0.0,0.0,Winter,2016-02-22,7,2016
3199,8.0,7.0,93.0,7.0,Rain,0.0,0.0,Winter,2016-02-22,8,2016
1335,8.5,7.0,90.0,9.0,Rain,0.0,0.0,Winter,2016-02-22,9,2016
410,8.0,5.5,87.0,13.0,Rain,0.0,0.0,Winter,2016-02-22,10,2016
447,8.0,5.0,82.0,17.0,Rain,0.0,0.0,Winter,2016-02-22,11,2016
657,9.0,6.0,71.0,18.0,Scattered Clouds,0.0,0.0,Winter,2016-02-22,12,2016
752,9.0,6.0,66.0,20.5,Scattered Clouds,0.0,0.0,Winter,2016-02-22,13,2016
725,9.0,6.0,60.0,24.0,Scattered Clouds,0.0,0.0,Winter,2016-02-22,14,2016
864,9.0,6.0,50.0,20.0,Scattered Clouds,0.0,0.0,Winter,2016-02-22,15,2016
1322,9.0,6.0,48.0,18.0,Scattered Clouds,0.0,0.0,Winter,2016-02-22,16,2016
2832,9.0,6.5,48.0,16.0,Scattered Clouds,0.0,0.0,Winter,2016-02-22,17,2016
2512,8.0,5.5,53.0,14.0,Scattered Clouds,0.0,0.0,Winter,2016-02-22,18,2016
1468,8.0,6.0,53.0,9.0,Scattered Clouds,0.0,0.0,Winter,2016-02-22,19,2016
795,8.0,6.0,51.5,10.0,Clear,0.0,0.0,Winter,2016-02-22,20,2016
555,8.0,6.0,51.5,11.0,Clear,0.0,0.0,Winter,2016-02-22,21,2016
365,7.5,5.0,55.0,13.0,Clear,0.0,0.0,Winter,2016-02-22,22,2016
186,7.0,4.0,57.0,15.0,Clear,0.0,0.0,Winter,2016-02-22,23,2016
106,6.0,3.5,63.5,12.0,Clear,0.0,0.0,Winter,2016-02-23,0,2016
69,6.0,3.5,68.5,12.0,Clear,0.0,0.0,Winter,2016-02-23,1,2016
42,6.0,3.5,68.5,12.0,Cloudy,0.0,0.0,Winter,2016-02-23,2,2016
20,6.0,3.0,71.0,13.0,Clear,0.0,0.0,Winter,2016-02-23,3,2016
29,6.0,4.0,71.0,11.0,Cloudy,0.0,0.0,Winter,2016-02-23,4,2016
103,6.0,4.0,76.0,10.0,Clear,0.0,0.0,Winter,2016-02-23,5,2016
621,6.0,3.0,73.5,15.0,Broken Clouds,0.0,0.0,Winter,2016-02-23,6,2016
2066,6.0,3.5,76.0,12.0,Scattered Clouds,0.0,0.0,Winter,2016-02-23,7,2016
4051,6.0,3.0,76.0,15.0,Scattered Clouds,0.0,0.0,Winter,2016-02-23,8,2016
1950,7.0,4.0,71.0,18.0,Scattered Clouds,0.0,0.0,Winter,2016-02-23,9,2016
827,7.0,4.0,71.0,17.0,Scattered Clouds,0.0,0.0,Winter,2016-02-23,10,2016
808,8.0,5.0,66.0,19.0,Broken Clouds,0.0,0.0,Winter,2016-02-23,11,2016
1032,8.0,5.5,62.0,15.0,Scattered Clouds,0.0,0.0,Winter,2016-02-23,12,2016
1057,8.5,6.5,62.0,13.0,Scattered Clouds,0.0,0.0,Winter,2016-02-23,13,2016
953,8.5,6.0,58.0,15.0,Scattered Clouds,0.0,0.0,Winter,2016-02-23,14,2016
965,8.5,6.5,58.0,13.0,Scattered Clouds,0.0,0.0,Winter,2016-02-23,15,2016
1493,8.0,5.5,57.0,14.0,Scattered Clouds,0.0,0.0,Winter,2016-02-23,16,2016
3006,7.5,5.5,57.0,9.0,Scattered Clouds,0.0,0.0,Winter,2016-02-23,17,2016
2665,7.0,6.5,57.0,5.5,Scattered Clouds,0.0,0.0,Winter,2016-02-23,18,2016
1463,6.0,5.5,63.5,5.0,Clear,0.0,0.0,Winter,2016-02-23,19,2016
881,5.5,5.5,63.5,4.0,Clear,0.0,0.0,Winter,2016-02-23,20,2016
629,4.0,4.0,75.0,2.0,Clear,0.0,0.0,Winter,2016-02-23,21,2016
497,4.0,4.0,81.0,0.0,Clear,0.0,0.0,Winter,2016-02-23,22,2016
324,3.0,3.0,87.0,0.0,Clear,0.0,0.0,Winter,2016-02-23,23,2016
150,2.0,2.0,87.0,0.0,Clear,0.0,0.0,Winter,2016-02-24,0,2016
74,2.0,2.0,87.0,0.0,Clear,0.0,0.0,Winter,2016-02-24,1,2016
49,2.0,2.0,87.0,4.0,Clear,0.0,0.0,Winter,2016-02-24,2,2016
29,1.0,1.0,93.0,4.0,Clear,0.0,0.0,Winter,2016-02-24,3,2016
37,0.5,0.5,93.0,2.0,Clear,0.0,0.0,Winter,2016-02-24,4,2016
96,1.0,0.0,90.0,3.0,Clear,0.0,0.0,Winter,2016-02-24,5,2016
591,0.5,-0.5,90.0,5.0,Clear,0.0,0.0,Winter,2016-02-24,6,2016
1962,1.0,1.0,87.0,4.0,Clear,0.0,0.0,Winter,2016-02-24,7,2016
4019,1.5,1.5,87.0,4.0,Clear,0.0,0.0,Winter,2016-02-24,8,2016
1880,3.0,2.0,84.0,6.0,Clear,0.0,0.0,Winter,2016-02-24,9,2016
895,5.0,3.0,81.5,8.0,Clear,0.0,0.0,Winter,2016-02-24,10,2016
827,7.0,5.5,51.5,8.0,Scattered Clouds,0.0,0.0,Winter,2016-02-24,11,2016
1068,7.0,5.0,46.0,11.0,Scattered Clouds,0.0,0.0,Winter,2016-02-24,12,2016
1082,7.5,6.0,46.0,7.5,Scattered Clouds,0.0,0.0,Winter,2016-02-24,13,2016
998,7.5,7.0,44.5,5.0,Scattered Clouds,0.0,0.0,Winter,2016-02-24,14,2016
1014,7.0,6.0,42.0,7.0,Clear,0.0,0.0,Winter,2016-02-24,15,2016
1477,7.0,5.0,46.0,10.0,Clear,0.0,0.0,Winter,2016-02-24,16,2016
2756,6.5,5.0,47.5,7.0,Clear,0.0,0.0,Winter,2016-02-24,17,2016
2628,5.5,5.0,51.0,5.0,Clear,0.0,0.0,Winter,2016-02-24,18,2016
1495,5.0,5.0,55.0,4.0,Clear,0.0,0.0,Winter,2016-02-24,19,2016
901,4.0,4.0,61.0,2.0,Clear,0.0,0.0,Winter,2016-02-24,20,2016
606,3.5,3.5,65.5,0.0,Clear,0.0,0.0,Winter,2016-02-24,21,2016
504,3.0,3.0,70.0,4.0,Clear,0.0,0.0,Winter,2016-02-24,22,2016
343,2.0,2.0,75.0,4.0,Scattered Clouds,0.0,0.0,Winter,2016-02-24,23,2016
168,2.0,2.0,75.0,2.0,Clear,0.0,0.0,Winter,2016-02-25,0,2016
78,1.0,1.0,84.0,2.0,Clear,0.0,0.0,Winter,2016-02-25,1,2016
46,1.0,-1.5,81.0,8.0,Clear,0.0,0.0,Winter,2016-02-25,2,2016
60,1.0,-2.0,81.0,10.0,Clear,0.0,0.0,Winter,2016-02-25,3,2016
34,1.0,-2.0,81.0,11.0,Clear,0.0,0.0,Winter,2016-02-25,4,2016
94,1.5,-1.5,78.0,10.0,Clear,0.0,0.0,Winter,2016-02-25,5,2016
563,2.0,-1.0,81.0,10.0,Snowfall,0.0,0.0,Winter,2016-02-25,6,2016
1882,2.5,-1.0,78.0,13.0,Scattered Clouds,0.0,0.0,Winter,2016-02-25,7,2016
3867,3.0,0.0,75.0,13.0,Scattered Clouds,0.0,0.0,Winter,2016-02-25,8,2016
1948,3.5,0.5,78.0,13.0,Broken Clouds,0.0,0.0,Winter,2016-02-25,9,2016
838,3.0,-0.5,81.0,13.0,Broken Clouds,0.0,0.0,Winter,2016-02-25,10,2016
721,4.0,1.0,75.0,11.0,Scattered Clouds,0.0,0.0,Winter,2016-02-25,11,2016
923,4.5,2.0,72.5,10.0,Scattered Clouds,0.0,0.0,Winter,2016-02-25,12,2016
993,5.0,2.0,61.0,11.0,Broken Clouds,0.0,0.0,Winter,2016-02-25,13,2016
831,5.0,2.5,57.0,11.0,Broken Clouds,0.0,0.0,Winter,2016-02-25,14,2016
937,6.0,3.0,55.0,16.0,Scattered Clouds,0.0,0.0,Winter,2016-02-25,15,2016
1410,6.0,3.5,51.0,12.0,Scattered Clouds,0.0,0.0,Winter,2016-02-25,16,2016
2637,5.0,3.0,51.0,9.0,Clear,0.0,0.0,Winter,2016-02-25,17,2016
2424,5.0,4.0,51.0,6.0,Scattered Clouds,0.0,0.0,Winter,2016-02-25,18,2016
1468,3.5,3.5,58.0,2.0,Clear,0.0,0.0,Winter,2016-02-25,19,2016
834,3.5,3.5,63.0,2.0,Clear,0.0,0.0,Winter,2016-02-25,20,2016
601,3.0,2.5,62.5,5.0,Clear,0.0,0.0,Winter,2016-02-25,21,2016
458,2.0,2.0,65.0,4.0,Clear,0.0,0.0,Winter,2016-02-25,22,2016
359,1.5,1.5,67.5,2.0,Clear,0.0,0.0,Winter,2016-02-25,23,2016
188,1.0,0.0,75.0,5.0,Clear,0.0,0.0,Winter,2016-02-26,0,2016
110,1.0,1.0,81.0,0.0,Clear,0.0,0.0,Winter,2016-02-26,1,2016
66,1.0,0.0,75.0,5.0,Cloudy,0.0,0.0,Winter,2016-02-26,2,2016
60,1.0,0.0,78.0,5.0,Cloudy,0.0,0.0,Winter,2016-02-26,3,2016
54,1.5,-1.5,78.0,9.5,Broken Clouds,0.0,0.0,Winter,2016-02-26,4,2016
105,0.0,-3.0,83.5,9.0,Clear,0.0,0.0,Winter,2016-02-26,5,2016
481,1.0,1.0,75.0,4.0,Clear,0.0,0.0,Winter,2016-02-26,6,2016
1704,1.5,-1.5,72.5,9.0,Scattered Clouds,0.0,0.0,Winter,2016-02-26,7,2016
3477,2.0,-1.0,70.0,10.0,Broken Clouds,0.0,0.0,Winter,2016-02-26,8,2016
1774,3.5,0.5,63.0,11.0,Broken Clouds,0.0,0.0,Winter,2016-02-26,9,2016
864,4.5,1.5,59.0,11.0,Broken Clouds,0.0,0.0,Winter,2016-02-26,10,2016
835,6.0,3.0,59.0,13.0,Clear,0.0,0.0,Winter,2016-02-26,11,2016
1085,7.0,5.0,53.0,13.0,Clear,0.0,0.0,Winter,2016-02-26,12,2016
1130,7.5,4.5,53.5,18.0,Scattered Clouds,0.0,0.0,Winter,2016-02-26,13,2016
1041,7.0,4.0,55.0,18.0,Scattered Clouds,0.0,0.0,Winter,2016-02-26,14,2016
1103,6.0,3.0,57.0,17.0,Scattered Clouds,0.0,0.0,Winter,2016-02-26,15,2016
1599,6.0,3.0,57.0,17.0,Broken Clouds,0.0,0.0,Winter,2016-02-26,16,2016
2570,6.0,3.0,61.0,18.0,Clear,0.0,0.0,Winter,2016-02-26,17,2016
2018,6.0,3.0,63.5,18.0,Clear,0.0,0.0,Winter,2016-02-26,18,2016
1215,5.0,1.0,73.0,19.0,Clear,0.0,0.0,Winter,2016-02-26,19,2016
698,5.0,2.0,76.0,15.0,Clear,0.0,0.0,Winter,2016-02-26,20,2016
508,5.0,2.0,76.0,12.0,Clear,0.0,0.0,Winter,2016-02-26,21,2016
459,5.0,2.5,76.0,10.0,Clear,0.0,0.0,Winter,2016-02-26,22,2016
436,4.5,2.0,78.5,10.0,Clear,0.0,0.0,Winter,2016-02-26,23,2016
350,4.5,2.5,75.5,8.5,Clear,0.0,1.0,Winter,2016-02-27,0,2016
310,4.5,2.0,72.5,10.0,Clear,0.0,1.0,Winter,2016-02-27,1,2016
201,4.5,3.0,70.5,7.5,Clear,0.0,1.0,Winter,2016-02-27,2,2016
131,4.0,2.0,75.0,7.0,Clear,0.0,1.0,Winter,2016-02-27,3,2016
75,4.0,2.0,70.0,7.0,Broken Clouds,0.0,1.0,Winter,2016-02-27,4,2016
76,4.0,1.5,70.0,10.0,Scattered Clouds,0.0,1.0,Winter,2016-02-27,5,2016
92,4.0,1.5,72.5,12.0,Scattered Clouds,0.0,1.0,Winter,2016-02-27,6,2016
218,4.0,0.5,70.0,16.0,Scattered Clouds,0.0,1.0,Winter,2016-02-27,7,2016
408,5.0,2.0,61.0,17.0,Broken Clouds,0.0,1.0,Winter,2016-02-27,8,2016
753,5.0,1.5,63.5,17.0,Broken Clouds,0.0,1.0,Winter,2016-02-27,9,2016
941,6.0,2.5,57.0,19.5,Broken Clouds,0.0,1.0,Winter,2016-02-27,10,2016
1194,6.0,2.0,59.0,24.0,Broken Clouds,0.0,1.0,Winter,2016-02-27,11,2016
1251,6.0,1.5,51.0,29.0,Cloudy,0.0,1.0,Winter,2016-02-27,12,2016
1353,6.0,2.0,51.0,26.0,Cloudy,0.0,1.0,Winter,2016-02-27,13,2016
1253,6.0,1.0,53.0,30.0,Cloudy,0.0,1.0,Winter,2016-02-27,14,2016
1140,6.0,2.0,53.0,26.0,Cloudy,0.0,1.0,Winter,2016-02-27,15,2016
1228,6.0,2.0,51.0,22.0,Scattered Clouds,0.0,1.0,Winter,2016-02-27,16,2016
1004,5.5,1.5,55.0,23.0,Broken Clouds,0.0,1.0,Winter,2016-02-27,17,2016
682,5.0,1.0,57.0,19.5,Cloudy,0.0,1.0,Winter,2016-02-27,18,2016
655,5.0,1.0,59.0,19.5,Cloudy,0.0,1.0,Winter,2016-02-27,19,2016
492,4.0,0.0,65.0,20.0,Broken Clouds,0.0,1.0,Winter,2016-02-27,20,2016
304,4.0,0.0,65.0,18.0,Cloudy,0.0,1.0,Winter,2016-02-27,21,2016
316,4.0,0.0,65.0,18.5,Cloudy,0.0,1.0,Winter,2016-02-27,22,2016
318,4.0,0.0,70.0,19.5,Cloudy,0.0,1.0,Winter,2016-02-27,23,2016
269,4.0,0.0,70.0,18.0,Cloudy,0.0,1.0,Winter,2016-02-28,0,2016
231,3.5,-0.5,72.5,18.0,Broken Clouds,0.0,1.0,Winter,2016-02-28,1,2016
175,3.0,-1.0,72.5,18.0,Broken Clouds,0.0,1.0,Winter,2016-02-28,2,2016
132,3.0,-1.0,70.0,19.0,Broken Clouds,0.0,1.0,Winter,2016-02-28,3,2016
68,3.0,-1.0,70.0,17.0,Broken Clouds,0.0,1.0,Winter,2016-02-28,4,2016
53,3.0,-1.0,75.0,19.0,Scattered Clouds,0.0,1.0,Winter,2016-02-28,5,2016
65,3.0,-1.0,75.0,17.0,Broken Clouds,0.0,1.0,Winter,2016-02-28,6,2016
124,4.0,0.0,75.0,18.0,Broken Clouds,0.0,1.0,Winter,2016-02-28,7,2016
230,4.0,0.0,75.0,18.0,Cloudy,0.0,1.0,Winter,2016-02-28,8,2016
505,5.0,2.0,70.0,17.0,Broken Clouds,0.0,1.0,Winter,2016-02-28,9,2016
830,6.0,2.0,66.0,21.0,Broken Clouds,0.0,1.0,Winter,2016-02-28,10,2016
1009,6.5,2.5,61.5,25.0,Broken Clouds,0.0,1.0,Winter,2016-02-28,11,2016
1330,7.0,3.0,51.5,28.0,Broken Clouds,0.0,1.0,Winter,2016-02-28,12,2016
1445,7.5,3.5,46.0,30.0,Rain,0.0,1.0,Winter,2016-02-28,13,2016
1399,8.0,4.0,43.0,28.0,Scattered Clouds,0.0,1.0,Winter,2016-02-28,14,2016
1284,7.5,3.5,48.0,27.0,Scattered Clouds,0.0,1.0,Winter,2016-02-28,15,2016
1202,7.0,3.0,49.0,22.0,Scattered Clouds,0.0,1.0,Winter,2016-02-28,16,2016
964,6.5,3.5,51.0,18.5,Scattered Clouds,0.0,1.0,Winter,2016-02-28,17,2016
662,6.0,3.0,57.0,19.0,Scattered Clouds,0.0,1.0,Winter,2016-02-28,18,2016
466,5.0,1.5,66.0,16.0,Scattered Clouds,0.0,1.0,Winter,2016-02-28,19,2016
353,5.0,2.0,66.0,16.0,Broken Clouds,0.0,1.0,Winter,2016-02-28,20,2016
267,5.0,2.0,68.0,15.0,Cloudy,0.0,1.0,Winter,2016-02-28,21,2016
209,5.0,2.0,70.0,12.0,Broken Clouds,0.0,1.0,Winter,2016-02-28,22,2016
179,4.0,1.0,75.0,14.0,Rain,0.0,1.0,Winter,2016-02-28,23,2016
71,3.5,0.0,78.0,15.0,Scattered Clouds,0.0,0.0,Winter,2016-02-29,0,2016
48,3.0,0.0,81.0,11.0,Scattered Clouds,0.0,0.0,Winter,2016-02-29,1,2016
33,3.0,0.0,81.0,10.0,Scattered Clouds,0.0,0.0,Winter,2016-02-29,2,2016
24,3.0,1.0,81.0,7.0,Scattered Clouds,0.0,0.0,Winter,2016-02-29,3,2016
35,2.0,1.0,87.0,5.5,Scattered Clouds,0.0,0.0,Winter,2016-02-29,4,2016
94,2.0,1.0,87.0,3.0,Clear,0.0,0.0,Winter,2016-02-29,5,2016
513,2.0,2.0,84.0,4.0,Clear,0.0,0.0,Winter,2016-02-29,6,2016
1825,2.5,2.5,78.0,4.0,Clear,0.0,0.0,Winter,2016-02-29,7,2016
3775,4.5,3.5,70.0,4.5,Clear,0.0,0.0,Winter,2016-02-29,8,2016
1765,6.0,3.5,61.0,12.0,Clear,0.0,0.0,Winter,2016-02-29,9,2016
773,7.0,5.0,57.0,13.0,Scattered Clouds,0.0,0.0,Winter,2016-02-29,10,2016
699,7.5,5.5,55.0,13.0,Scattered Clouds,0.0,0.0,Winter,2016-02-29,11,2016
924,8.5,7.0,51.5,10.0,Broken Clouds,0.0,0.0,Winter,2016-02-29,12,2016
944,8.0,7.0,50.0,6.5,Scattered Clouds,0.0,0.0,Winter,2016-02-29,13,2016
831,8.0,6.5,53.0,8.0,Scattered Clouds,0.0,0.0,Winter,2016-02-29,14,2016
1023,8.0,7.0,51.5,6.5,Scattered Clouds,0.0,0.0,Winter,2016-02-29,15,2016
1430,8.0,7.0,50.0,6.0,Scattered Clouds,0.0,0.0,Winter,2016-02-29,16,2016
2868,7.0,5.0,57.0,12.0,Scattered Clouds,0.0,0.0,Winter,2016-02-29,17,2016
2705,7.0,5.0,53.0,9.0,Clear,0.0,0.0,Winter,2016-02-29,18,2016
1463,7.0,5.0,57.0,11.0,Clear,0.0,0.0,Winter,2016-02-29,19,2016
862,6.5,4.5,57.0,11.0,Clear,0.0,0.0,Winter,2016-02-29,20,2016
536,6.0,3.5,61.0,12.0,Clear,0.0,0.0,Winter,2016-02-29,21,2016
257,6.0,3.0,63.5,14.0,Clear,0.0,0.0,Winter,2016-02-29,22,2016
87,6.0,3.0,68.5,16.0,Scattered Clouds,0.0,0.0,Winter,2016-02-29,23,2016
29,6.0,2.5,73.5,19.5,Rain,0.0,0.0,Spring,2016-03-01,0,2016
14,5.0,1.5,81.0,17.0,Rain,0.0,0.0,Spring,2016-03-01,1,2016
16,5.0,1.5,81.0,18.0,Rain,0.0,0.0,Spring,2016-03-01,2,2016
14,5.5,2.5,84.0,17.0,Cloudy,0.0,0.0,Spring,2016-03-01,3,2016
32,6.0,3.0,87.0,17.0,Broken Clouds,0.0,0.0,Spring,2016-03-01,4,2016
85,7.0,3.0,87.0,26.0,Cloudy,0.0,0.0,Spring,2016-03-01,5,2016
563,7.0,3.0,87.0,27.0,Broken Clouds,0.0,0.0,Spring,2016-03-01,6,2016
1621,8.0,4.0,87.0,28.0,Rain,0.0,0.0,Spring,2016-03-01,7,2016
3514,8.5,5.0,90.0,26.0,Broken Clouds,0.0,0.0,Spring,2016-03-01,8,2016
1469,10.0,7.0,88.0,26.0,Rain,0.0,0.0,Spring,2016-03-01,9,2016
287,10.0,7.0,94.0,25.0,Rain,0.0,0.0,Spring,2016-03-01,10,2016
190,10.0,7.0,94.0,24.0,Rain,0.0,0.0,Spring,2016-03-01,11,2016
500,11.0,11.0,88.0,29.0,Rain,0.0,0.0,Spring,2016-03-01,12,2016
634,12.5,12.5,82.0,29.0,Broken Clouds,0.0,0.0,Spring,2016-03-01,13,2016
651,13.0,13.0,77.0,29.0,Broken Clouds,0.0,0.0,Spring,2016-03-01,14,2016
728,13.0,13.0,77.0,26.0,Broken Clouds,0.0,0.0,Spring,2016-03-01,15,2016
1321,13.0,13.0,74.5,32.5,Broken Clouds,0.0,0.0,Spring,2016-03-01,16,2016
2852,12.0,12.0,74.5,33.5,Broken Clouds,0.0,0.0,Spring,2016-03-01,17,2016
2586,12.0,12.0,69.5,24.0,Scattered Clouds,0.0,0.0,Spring,2016-03-01,18,2016
1444,11.0,11.0,64.5,27.0,Scattered Clouds,0.0,0.0,Spring,2016-03-01,19,2016
899,10.5,9.0,64.5,28.0,Scattered Clouds,0.0,0.0,Spring,2016-03-01,20,2016
580,10.0,6.5,71.0,27.5,Broken Clouds,0.0,0.0,Spring,2016-03-01,21,2016
435,9.5,6.5,71.0,27.0,Cloudy,0.0,0.0,Spring,2016-03-01,22,2016
240,9.0,5.5,73.5,25.0,Broken Clouds,0.0,0.0,Spring,2016-03-01,23,2016
135,9.0,5.5,73.5,27.0,Scattered Clouds,0.0,0.0,Spring,2016-03-02,0,2016
66,9.0,5.5,71.0,26.0,Rain,0.0,0.0,Spring,2016-03-02,1,2016
24,7.0,2.5,81.5,32.5,Rain,0.0,0.0,Spring,2016-03-02,2,2016
27,7.0,3.0,68.5,29.0,Clear,0.0,0.0,Spring,2016-03-02,3,2016
34,6.0,1.5,76.0,28.0,Scattered Clouds,0.0,0.0,Spring,2016-03-02,4,2016
88,6.0,2.0,68.5,24.0,Scattered Clouds,0.0,0.0,Spring,2016-03-02,5,2016
588,5.0,0.0,68.0,30.0,Scattered Clouds,0.0,0.0,Spring,2016-03-02,6,2016
2013,5.0,0.5,70.0,27.0,Scattered Clouds,0.0,0.0,Spring,2016-03-02,7,2016
3542,6.0,1.5,71.0,31.5,Rain,0.0,0.0,Spring,2016-03-02,8,2016
1654,6.0,1.0,76.0,38.0,Scattered Clouds,0.0,0.0,Spring,2016-03-02,9,2016
347,5.0,0.0,87.0,31.5,Rain,0.0,0.0,Spring,2016-03-02,10,2016
359,4.5,0.5,84.0,23.0,Scattered Clouds,0.0,0.0,Spring,2016-03-02,11,2016
563,6.0,1.0,78.5,35.0,Rain,0.0,0.0,Spring,2016-03-02,12,2016
595,5.5,-0.5,76.0,45.0,Broken Clouds,0.0,0.0,Spring,2016-03-02,13,2016
637,6.5,1.0,61.5,45.5,Broken Clouds,0.0,0.0,Spring,2016-03-02,14,2016
691,6.5,1.5,63.5,37.0,Rain,0.0,0.0,Spring,2016-03-02,15,2016
1238,7.0,2.5,61.0,35.0,Scattered Clouds,0.0,0.0,Spring,2016-03-02,16,2016
2646,7.0,2.5,61.0,31.5,Scattered Clouds,0.0,0.0,Spring,2016-03-02,17,2016
2446,6.5,2.5,66.0,24.0,Scattered Clouds,0.0,0.0,Spring,2016-03-02,18,2016
1216,6.0,2.0,68.5,25.0,Rain,0.0,0.0,Spring,2016-03-02,19,2016
681,6.0,1.5,78.5,29.0,Rain,0.0,0.0,Spring,2016-03-02,20,2016
557,6.0,1.5,76.0,28.5,Broken Clouds,0.0,0.0,Spring,2016-03-02,21,2016
337,6.0,1.5,76.0,29.0,Cloudy,0.0,0.0,Spring,2016-03-02,22,2016
151,7.0,2.5,71.0,32.0,Cloudy,0.0,0.0,Spring,2016-03-02,23,2016
115,7.0,3.0,73.5,30.5,Rain,0.0,0.0,Spring,2016-03-03,0,2016
52,6.5,1.5,78.5,35.0,Broken Clouds,0.0,0.0,Spring,2016-03-03,1,2016
52,7.0,2.0,71.0,38.0,Cloudy,0.0,0.0,Spring,2016-03-03,2,2016
28,6.0,1.0,61.0,38.0,Cloudy,0.0,0.0,Spring,2016-03-03,3,2016
35,6.0,1.0,68.5,35.0,Cloudy,0.0,0.0,Spring,2016-03-03,4,2016
87,5.0,0.0,76.0,28.0,Broken Clouds,0.0,0.0,Spring,2016-03-03,5,2016
559,5.0,0.5,76.0,26.0,Broken Clouds,0.0,0.0,Spring,2016-03-03,6,2016
1900,4.0,0.0,75.0,20.5,Scattered Clouds,0.0,0.0,Spring,2016-03-03,7,2016
3794,5.0,1.0,70.0,20.0,Scattered Clouds,0.0,0.0,Spring,2016-03-03,8,2016
2000,5.5,1.5,68.0,19.5,Scattered Clouds,0.0,0.0,Spring,2016-03-03,9,2016
